strap,transaction_date,sales_cd,sales_cd_dscr,price
R0000670,1999-06-29,Q,qualified,420000
R0000673,2001-06-29,U,unqualified,439000
R0000673,2002-07-18,Q,qualified,725000
R0000682,1976-10-08,Q,qualified,65000
R0000687,1984-01-16,Q,qualified,185000
R0000687,2019-10-25,Q,qualified,2600000
R0000687,2021-04-16,Q,qualified,2562500
R0000697,1985-07-09,U,unqualified,86000
R0000697,1989-06-08,U,unqualified,140000
R0000697,1994-12-22,U,unqualified,220000
R0000697,2005-07-15,Q,qualified,545000
R0000697,2014-08-14,Q,qualified,725000
R0000700,1983-02-10,Q,qualified,120000
R0000700,2006-06-16,U,unqualified,428000
R0000700,2021-05-14,Q,qualified,1500300
R0000701,1979-01-05,Q,qualified,63000
R0000701,2003-08-15,Q,qualified,403500
R0000702,1961-10-19,U,unqualified,17100
R0000702,2020-11-23,U,unqualified,1232500
R0000702,2023-01-10,Q,qualified,4950000
R0000703,1982-12-03,Q,qualified,106700
R0000703,1983-01-12,U,unqualified,106700
R0000703,1991-04-30,Q,qualified,120000
R0000705,1982-12-07,Q,qualified,165000
R0000705,1996-04-03,Q,qualified,585000
R0000705,2014-05-30,Q,qualified,1330000
R0000705,2023-03-02,Q,qualified,2475000
R0000707,1990-11-28,Q,qualified,156000
R0000707,2000-07-05,Q,qualified,375000
R0000707,2015-04-16,Q,qualified,679000
R0000709,1974-04-12,Q,qualified,29500
R0000711,1993-09-08,U,unqualified,175000
R0000719,1972-11-08,U,unqualified,37500
R0000719,1984-12-05,Q,qualified,127500
R0000719,1990-02-06,Q,qualified,150000
R0000720,2004-02-17,P,pending qualification,412500
R0000720,2004-02-17,P,pending qualification,412500
R0000720,2006-09-15,U,unqualified,1195000
R0000720,2020-11-06,Q,qualified,2700000
R0000720,2022-03-14,Q,qualified,2900000
R0000723,2004-11-12,U,unqualified,515000
R0000723,2006-09-15,Q,qualified,1611000
R0000727,1991-07-29,U,unqualified,10000
R0000727,1996-07-17,U,unqualified,270000
R0000727,2016-07-15,Q,qualified,1710000
R0000727,2016-09-30,Q,qualified,1630000
R0000727,2018-02-22,U,unqualified,1790000
R0000731,1976-10-08,U,unqualified,52000
R0000732,1969-11-14,Q,qualified,37300
R0000736,1993-06-04,U,unqualified,140000
R0000736,1995-11-07,Q,qualified,279500
R0000736,1999-11-09,Q,qualified,350000
R0000736,2004-04-23,U,unqualified,410000
R0000736,2005-04-27,Q,qualified,555000
R0000736,2006-12-19,Q,qualified,630000
R0000740,1998-12-28,Q,qualified,262500
R0000741,2001-03-19,Q,qualified,585000
R0000746,1969-08-11,U,unqualified,62000
R0000746,1969-08-11,U,unqualified,62000
R0000746,1992-05-08,U,unqualified,460000
R0000746,2008-06-09,Q,qualified,1500000
R0000747,1983-03-01,U,unqualified,82000
R0000747,1986-09-08,U,unqualified,95000
R0000747,1989-08-09,U,unqualified,105000
R0000747,1996-09-11,U,unqualified,182500
R0000749,2015-06-26,U,unqualified,825000
R0000750,1986-09-16,U,unqualified,187500
R0000750,2012-06-15,U,unqualified,1500000
R0000751,1997-08-11,U,unqualified,44000
R0000761,1963-03-14,U,unqualified,20800
R0000761,2000-11-06,U,unqualified,348800
R0000761,2003-07-31,U,unqualified,625000
R0000761,2003-07-31,U,unqualified,625000
R0000762,2014-11-06,U,unqualified,1700000
R0000765,2000-11-01,Q,qualified,329000
R0000765,2006-10-12,Q,qualified,480000
R0000768,1999-07-01,Q,qualified,465200
R0000768,1999-08-30,U,unqualified,233400
R0000768,2021-10-01,Q,qualified,2295000
R0000769,1982-06-14,Q,qualified,107000
R0000769,2002-05-13,Q,qualified,635000
R0000769,2006-07-11,Q,qualified,689000
R0000773,1984-01-27,U,unqualified,110000
R0000773,1984-11-20,U,unqualified,174000
R0000773,2011-01-17,Q,qualified,1050000
R0000775,2005-03-08,U,unqualified,646000
R0000775,2007-12-10,U,unqualified,1415000
R0000776,1980-09-04,Q,qualified,93000
R0000776,1989-05-17,Q,qualified,130000
R0000776,1990-06-14,Q,qualified,139000
R0000777,1979-07-02,Q,qualified,84900
R0000777,2021-08-09,Q,qualified,1250000
R0000778,1996-06-10,U,unqualified,194900
R0000778,2000-07-17,U,unqualified,310000
R0000778,2001-04-25,U,unqualified,350000
R0000778,2004-04-23,U,unqualified,370000
R0000778,2006-11-30,U,unqualified,430000
R0000778,2011-06-22,U,unqualified,463500
R0000782,1990-11-14,U,unqualified,11500
R0000782,1992-05-01,Q,qualified,145000
R0000782,1996-08-01,Q,qualified,212000
R0000782,2006-07-13,Q,qualified,453400
R0000782,2015-04-09,U,unqualified,739900
R0000783,1975-04-04,U,unqualified,35000
R0000783,2022-10-03,U,unqualified,1555200
R0000812,1987-04-20,Q,qualified,114000
R0000812,1987-06-11,Q,qualified,127500
R0000812,1990-09-06,Q,qualified,143000
R0000812,1994-05-18,Q,qualified,219900
R0000815,1984-05-30,Q,qualified,120000
R0000815,2004-05-07,Q,qualified,530000
R0000815,2005-07-29,Q,qualified,799900
R0000815,2016-09-22,Q,qualified,1101000
R0000817,1998-09-11,U,unqualified,400000
R0000817,1998-09-11,U,unqualified,400000
R0000821,1992-03-06,U,unqualified,135000
R0000821,1995-08-14,Q,qualified,440000
R0000821,2004-06-04,Q,qualified,825000
R0000824,1988-12-12,Q,qualified,155000
R0000830,1989-06-01,U,unqualified,104000
R0000830,2000-04-21,U,unqualified,403000
R0000830,2000-11-03,U,unqualified,435500
R0000830,2019-07-25,U,unqualified,875000
R0000833,1987-11-25,U,unqualified,125000
R0000833,1995-05-10,U,unqualified,282900
R0000835,1976-10-01,U,unqualified,38000
R0000835,2018-05-21,Q,qualified,751600
R0000838,1997-12-16,Q,qualified,245000
R0000838,2003-08-11,U,unqualified,404450
R0000838,2005-03-14,U,unqualified,425000
R0000838,2006-01-12,U,unqualified,466000
R0000838,2008-06-09,Q,qualified,1200000
R0000838,2013-04-16,Q,qualified,1398000
R0000838,2019-03-12,Q,qualified,1755000
R0000838,2020-10-21,Q,qualified,1800000
R0000845,1992-06-26,Q,qualified,125000
R0000845,1994-02-11,U,unqualified,189500
R0000845,1997-09-02,Q,qualified,450000
R0000845,1998-01-16,Q,qualified,450000
R0000845,2014-11-28,Q,qualified,1227000
R0000845,2019-04-18,Q,qualified,1370000
R0000845,2024-02-11,Q,qualified,2015000
R0000848,2000-05-03,Q,qualified,228600
R0000850,1996-05-22,Q,qualified,648000
R0000850,1997-02-10,Q,qualified,673000
R0000850,1998-01-06,Q,qualified,730000
R0000850,2000-08-11,Q,qualified,1210000
R0000850,2004-05-18,Q,qualified,1545000
R0000850,2013-10-15,Q,qualified,2050000
R0000851,1990-03-01,U,unqualified,137500
R0000852,1999-04-16,U,unqualified,260000
R0000852,2000-07-05,Q,qualified,690000
R0000853,1999-07-02,U,unqualified,559900
R0000853,2000-08-16,Q,qualified,899900
R0000853,2016-08-22,Q,qualified,1580000
R0000855,1983-03-01,U,unqualified,123000
R0000855,2012-04-23,U,unqualified,599500
R0000855,2013-05-22,Q,qualified,1485000
R0000856,1987-01-05,Q,qualified,133400
R0000856,1997-09-22,Q,qualified,365000
R0000856,2005-04-18,U,unqualified,650000
R0000856,2007-02-02,Q,qualified,1080000
R0000856,2010-02-19,Q,qualified,755000
R0000856,2012-02-27,Q,qualified,930000
R0000857,1994-05-02,U,unqualified,275000
R0000857,2023-04-14,Q,qualified,2389700
R0000861,1998-12-10,Q,qualified,220000
R0000861,2007-02-07,Q,qualified,490000
R0000861,2010-10-28,Q,qualified,475000
R0000862,1990-10-30,Q,qualified,118800
R0000863,1990-09-21,U,unqualified,80000
R0000865,1984-08-13,U,unqualified,117000
R0000867,1993-06-09,Q,qualified,267000
R0000867,2022-02-22,Q,qualified,1750000
R0000868,1974-09-04,U,unqualified,43700
R0000868,1991-08-01,U,unqualified,96000
R0000868,2006-08-15,Q,qualified,745000
R0000868,2009-09-22,U,unqualified,775800
R0000870,1975-03-05,Q,qualified,24800
R0000870,1975-03-26,Q,qualified,30000
R0000870,1977-07-13,Q,qualified,44500
R0000870,2004-10-29,Q,qualified,270000
R0000880,1975-01-30,Q,qualified,34900
R0000880,1983-09-19,Q,qualified,75000
R0000880,2003-11-12,Q,qualified,372500
R0000880,2006-08-11,Q,qualified,480000
R0000880,2013-09-06,Q,qualified,599900
R0000880,2024-01-16,Q,qualified,975000
R0000882,1972-04-06,U,unqualified,15000
R0000882,2012-06-27,U,unqualified,386000
R0000882,2020-12-16,Q,qualified,875000
R0000886,1954-02-15,U,unqualified,99000
R0000886,2018-09-19,Q,qualified,795000
R0000887,1979-03-01,Q,qualified,68500
R0000887,1995-01-06,U,unqualified,185000
R0000889,1977-11-16,U,unqualified,90000
R0000889,1983-06-22,U,unqualified,195000
R0000889,2004-06-30,U,unqualified,975000
R0000889,2013-03-06,U,unqualified,965000
R0000891,1985-03-01,Q,qualified,100000
R0000904,1990-10-22,U,unqualified,145000
R0000904,1996-05-30,U,unqualified,379000
R0000904,2001-04-04,U,unqualified,567000
R0000904,2010-09-03,U,unqualified,675000
R0000907,1990-05-16,U,unqualified,110000
R0000907,1990-12-19,U,unqualified,186500
R0000908,1990-03-27,U,unqualified,137000
R0000908,1990-03-29,U,unqualified,165000
R0000908,1997-11-04,U,unqualified,342500
R0000908,2020-01-02,U,unqualified,1750000
R0000909,1990-06-11,U,unqualified,136000
R0000911,1990-04-04,U,unqualified,158000
R0000911,1992-03-03,U,unqualified,327500
R0000911,2011-07-08,U,unqualified,827000
R0000912,1989-10-06,Q,qualified,116000
R0000912,1989-11-14,U,unqualified,116000
R0000912,1992-01-13,U,unqualified,75000
R0000912,2015-06-01,U,unqualified,1000200
R0000920,1974-06-12,U,unqualified,42000
R0000921,2021-02-16,U,unqualified,1600000
R0000949,1986-02-28,U,unqualified,210000
R0000949,1996-12-20,Q,qualified,650000
R0000949,1997-07-10,Q,qualified,765200
R0000949,2005-07-29,Q,qualified,1125000
R0000949,2015-03-31,U,unqualified,1772500
R0000954,2019-07-26,U,unqualified,1200000
R0000961,1981-06-02,U,unqualified,115000
R0000961,2000-08-01,U,unqualified,250000
R0000961,2006-07-31,Q,qualified,625000
R0000966,1982-10-05,Q,qualified,112000
R0000966,1987-01-05,Q,qualified,105300
R0000973,1974-12-30,Q,qualified,80000
R0000976,1975-04-30,Q,qualified,60700
R0000976,2018-03-30,U,unqualified,1500000
R0000977,1997-06-18,Q,qualified,570000
R0000978,1976-05-03,U,unqualified,50000
R0000978,1981-10-23,U,unqualified,51000
R0000978,1999-06-03,U,unqualified,525000
R0000978,2001-02-28,U,unqualified,700000
R0000978,2002-06-03,Q,qualified,2140000
R0000978,2012-04-06,Q,qualified,2400000
R0000979,1976-03-09,U,unqualified,19000
R0000979,1999-06-03,Q,qualified,365000
R0000979,2004-06-23,U,unqualified,455000
R0000979,2006-04-17,Q,qualified,1425000
R0000980,1983-04-11,Q,qualified,452000
R0000980,1986-12-18,Q,qualified,483400
R0000980,1994-04-04,U,unqualified,70000
R0000980,2014-07-28,U,unqualified,1850000
R0000980,2022-03-02,U,unqualified,3500000
R0000981,1990-05-14,U,unqualified,215000
R0000981,2002-08-02,U,unqualified,1060000
R0000981,2017-06-02,Q,qualified,2795000
R0000984,1992-12-03,U,unqualified,430000
R0000984,2004-07-02,U,unqualified,807000
R0000988,1983-12-01,U,unqualified,107000
R0000988,1984-12-12,U,unqualified,117900
R0000988,1997-07-30,U,unqualified,263700
R0000988,2001-07-03,Q,qualified,575000
R0000988,2012-09-28,U,unqualified,611800
R0000988,2014-06-16,U,unqualified,922700
R0000988,2022-04-11,Q,qualified,2100000
R0000994,1984-09-19,U,unqualified,163500
R0000994,1995-11-02,Q,qualified,392500
R0000994,1998-06-30,Q,qualified,469000
R0000994,2004-03-25,U,unqualified,765000
R0000996,2012-09-25,U,unqualified,525000
R0000996,2014-04-28,U,unqualified,555000
R0000996,2016-03-16,Q,qualified,1829000
R0000997,1995-07-14,U,unqualified,182500
R0001004,1999-01-04,Q,qualified,223000
R0001004,1999-01-07,U,unqualified,58000
R0001004,2001-04-18,Q,qualified,365000
R0001004,2005-09-12,Q,qualified,564900
R0001006,1990-01-29,U,unqualified,123000
R0001006,1992-08-04,U,unqualified,163000
R0001006,2002-10-01,U,unqualified,435000
R0001006,2005-10-28,U,unqualified,485000
R0001006,2011-05-10,U,unqualified,533000
R0001006,2015-07-24,Q,qualified,750000
R0001007,1976-11-29,U,unqualified,82000
R0001007,1985-01-11,Q,qualified,181500
R0001009,2003-07-01,Q,qualified,500000
R0001011,1998-09-11,U,unqualified,280000
R0001011,2001-06-28,U,unqualified,340000
R0001012,1990-09-24,Q,qualified,83000
R0001012,1997-04-02,Q,qualified,132400
R0001012,1998-05-27,U,unqualified,73800
R0001012,2004-11-22,Q,qualified,322000
R0001012,2014-11-21,U,unqualified,475000
R0001012,2017-06-13,Q,qualified,760000
R0001013,2003-06-06,Q,qualified,860000
R0001013,2005-08-15,Q,qualified,1010000
R0001013,2020-07-23,U,unqualified,331900
R0001013,2021-03-11,Q,qualified,2925000
R0001014,2011-10-04,U,unqualified,373800
R0001014,2012-07-16,U,unqualified,440000
R0001015,1976-05-04,Q,qualified,19000
R0001015,1979-08-01,Q,qualified,125000
R0001016,2007-03-14,Q,qualified,3250000
R0001017,2002-04-19,U,unqualified,10000
R0001017,2013-12-17,U,unqualified,1137000
R0001017,2016-04-15,Q,qualified,3950000
R0001018,1993-07-16,Q,qualified,215000
R0001018,1995-03-28,Q,qualified,287000
R0001018,1998-07-30,Q,qualified,368000
R0001018,2007-04-20,Q,qualified,710000
R0001020,1979-09-07,U,unqualified,184900
R0001020,1986-06-03,U,unqualified,360000
R0001020,1991-12-16,U,unqualified,486000
R0001020,2009-04-14,Q,qualified,1460000
R0001023,1985-08-07,Q,qualified,68500
R0001023,1992-08-28,Q,qualified,115000
R0001023,1996-01-23,Q,qualified,160000
R0001023,1999-03-10,Q,qualified,215000
R0001025,2000-07-05,U,unqualified,475000
R0001029,2000-03-14,Q,qualified,515000
R0001029,2002-12-19,U,unqualified,600000
R0001029,2004-04-16,U,unqualified,705000
R0001029,2006-07-15,U,unqualified,830000
R0001029,2007-02-14,Q,qualified,1119000
R0001029,2012-08-24,Q,qualified,1034000
R0001030,1999-12-02,Q,qualified,345000
R0001030,2007-02-16,U,unqualified,1000000
R0001030,2009-07-13,Q,qualified,750000
R0001032,2023-05-11,Q,qualified,2300000
R0001033,1973-09-11,U,unqualified,27500
R0001033,2005-09-26,Q,qualified,444000
R0001033,2016-09-27,U,unqualified,755000
R0001034,1984-05-01,Q,qualified,171500
R0001034,1988-07-18,U,unqualified,188500
R0001034,1992-11-16,U,unqualified,295000
R0001034,1996-11-04,U,unqualified,310000
R0001034,2005-07-01,Q,qualified,667500
R0001034,2011-11-28,Q,qualified,585000
R0001034,2017-06-12,Q,qualified,1149000
R0001034,2021-04-13,Q,qualified,1525000
R0001038,1987-07-22,Q,qualified,115000
R0001038,2016-08-03,U,unqualified,1599900
R0001038,2019-01-18,Q,qualified,4500000
R0001038,2019-07-02,U,unqualified,5500000
R0001041,1975-08-06,Q,qualified,42500
R0001041,1979-05-11,U,unqualified,16000
R0001041,2023-08-31,Q,qualified,1265000
R0001042,1973-04-19,Q,qualified,35000
R0001047,2008-03-03,U,unqualified,1190000
R0001051,1998-09-23,U,unqualified,236000
R0001051,1998-10-23,U,unqualified,252500
R0001051,2000-09-19,Q,qualified,530000
R0001051,2001-02-15,Q,qualified,545000
R0001051,2004-03-19,U,unqualified,600000
R0001051,2006-08-09,U,unqualified,705000
R0001053,1976-10-04,Q,qualified,42500
R0001053,2016-09-01,U,unqualified,985000
R0001059,2001-03-16,Q,qualified,1525000
R0001059,2008-06-06,U,unqualified,2595000
R0001062,1998-10-12,P,pending qualification,450000
R0001062,2010-09-01,U,unqualified,815000
R0001062,2020-07-31,Q,qualified,1780000
R0001063,2012-08-27,U,unqualified,995000
R0001066,1983-06-24,Q,qualified,186100
R0001067,1986-02-06,Q,qualified,70000
R0001067,2004-08-17,Q,qualified,290000
R0001069,1989-07-06,Q,qualified,92500
R0001069,1992-12-14,Q,qualified,145000
R0001070,1989-08-15,Q,qualified,182500
R0001076,2015-08-11,Q,qualified,495000
R0001076,2024-08-29,P,pending qualification,755000
R0001081,1987-07-09,U,unqualified,308000
R0001082,1991-07-01,Q,qualified,247000
R0001082,2002-08-11,U,unqualified,565000
R0001082,2005-09-30,Q,qualified,800000
R0001086,2006-01-31,U,unqualified,650000
R0001086,2015-03-31,Q,qualified,1800000
R0001087,1976-12-15,U,unqualified,35000
R0001087,1990-03-06,U,unqualified,146000
R0001087,1991-08-05,U,unqualified,170000
R0001087,2010-09-03,U,unqualified,448800
R0001094,1977-09-21,Q,qualified,120000
R0001094,1980-05-12,Q,qualified,180000
R0001094,1981-03-16,Q,qualified,178000
R0001096,1983-06-28,Q,qualified,56500
R0001096,1999-01-12,Q,qualified,495500
R0001099,1992-06-08,Q,qualified,152500
R0001099,2019-08-09,Q,qualified,1350000
R0001102,1983-08-25,Q,qualified,251000
R0001102,1983-08-25,Q,qualified,272500
R0001102,1991-12-02,Q,qualified,280000
R0001108,1976-05-24,Q,qualified,27000
R0001108,2018-06-26,U,unqualified,3650000
R0001108,2023-08-11,U,unqualified,3700000
R0001111,1968-06-05,U,unqualified,30000
R0001111,2016-07-15,Q,qualified,2300000
R0001111,2020-03-02,Q,qualified,5910000
R0001114,1975-08-28,Q,qualified,64500
R0001114,2006-07-06,Q,qualified,799900
R0001114,2020-11-19,Q,qualified,1640000
R0001114,2023-08-12,U,unqualified,716100
R0001119,1990-01-16,Q,qualified,137500
R0001119,1990-01-16,Q,qualified,137500
R0001119,1990-11-14,U,unqualified,27500
R0001122,1979-12-27,Q,qualified,69000
R0001122,1982-06-07,U,unqualified,10600
R0001122,2012-06-11,Q,qualified,342000
R0001122,2017-07-26,U,unqualified,640000
R0001122,2018-02-01,Q,qualified,797000
R0001125,1971-06-21,Q,qualified,28000
R0001125,1986-06-11,Q,qualified,160000
R0001134,1975-12-19,Q,qualified,49000
R0001134,1991-08-16,Q,qualified,182500
R0001134,1997-06-12,Q,qualified,235000
R0001136,1974-02-06,Q,qualified,33200
R0001136,1979-03-12,Q,qualified,75000
R0001136,1990-10-03,U,unqualified,83000
R0001138,1999-06-02,Q,qualified,433700
R0001138,2003-04-30,Q,qualified,531000
R0001138,2003-08-19,Q,qualified,568000
R0001140,1976-10-01,Q,qualified,52300
R0001140,1988-06-21,Q,qualified,119500
R0001140,2005-09-16,Q,qualified,595000
R0001141,2021-11-05,Q,qualified,2200000
R0001142,2003-05-20,Q,qualified,367500
R0001142,2010-06-18,Q,qualified,400000
R0001155,1975-07-11,U,unqualified,13500
R0001155,1975-11-03,Q,qualified,34500
R0001155,1991-05-28,Q,qualified,100000
R0001155,1991-10-01,Q,qualified,113000
R0001155,2003-06-11,Q,qualified,495000
R0001156,1987-05-06,Q,qualified,83000
R0001156,2003-05-23,Q,qualified,385000
R0001163,2006-03-17,U,unqualified,400000
R0001163,2006-04-07,U,unqualified,410000
R0001163,2007-07-27,U,unqualified,425700
R0001163,2009-05-15,Q,qualified,1054700
R0001163,2016-08-19,U,unqualified,1500000
R0001165,1989-07-10,U,unqualified,31200
R0001165,1991-01-14,U,unqualified,285000
R0001166,1983-02-18,U,unqualified,170000
R0001166,1987-05-22,U,unqualified,220000
R0001166,1993-07-27,U,unqualified,390000
R0001166,2000-08-17,Q,qualified,1250000
R0001166,2002-10-18,U,unqualified,1553300
R0001167,1983-02-08,U,unqualified,125000
R0001171,1975-08-19,Q,qualified,41500
R0001171,1989-12-27,Q,qualified,86500
R0001171,1993-08-31,Q,qualified,172900
R0001171,1999-06-24,Q,qualified,285000
R0001171,2002-07-31,Q,qualified,392500
R0001171,2012-07-23,Q,qualified,508000
R0001176,1987-07-07,Q,qualified,250000
R0001176,1988-07-05,Q,qualified,210000
R0001176,2019-01-11,Q,qualified,2100000
R0001189,2004-02-17,U,unqualified,498500
R0001190,1980-08-11,Q,qualified,38000
R0001191,1976-06-04,U,unqualified,74000
R0001191,1978-06-06,U,unqualified,96700
R0001191,1985-03-06,U,unqualified,105000
R0001191,1992-07-09,U,unqualified,198000
R0001191,2013-01-11,U,unqualified,645000
R0001199,1985-07-11,U,unqualified,169000
R0001199,1990-08-28,U,unqualified,182000
R0001199,1997-08-29,U,unqualified,382000
R0001199,2000-05-02,Q,qualified,1040000
R0001200,2006-08-07,U,unqualified,743800
R0001200,2017-11-10,Q,qualified,1895000
R0001200,2021-02-02,Q,qualified,2050000
R0001205,1977-03-29,U,unqualified,110000
R0001205,1991-05-09,U,unqualified,190000
R0001205,1999-08-02,U,unqualified,630000
R0001205,2000-06-12,Q,qualified,1379000
R0001205,2016-11-07,Q,qualified,2325000
R0001206,1994-06-03,Q,qualified,230000
R0001206,1997-04-02,Q,qualified,260000
R0001206,1999-06-16,Q,qualified,306000
R0001206,2007-02-21,U,unqualified,638000
R0001206,2009-07-08,Q,qualified,696500
R0001209,1975-07-11,U,unqualified,64000
R0001209,1978-02-14,U,unqualified,112500
R0001209,1987-08-04,U,unqualified,205000
R0001209,1991-09-18,U,unqualified,253700
R0001210,1992-07-31,Q,qualified,143400
R0001210,1993-02-25,Q,qualified,204500
R0001210,1997-03-03,Q,qualified,257900
R0001210,2002-05-24,Q,qualified,420000
R0001210,2005-06-10,Q,qualified,575000
R0001210,2009-10-12,Q,qualified,545000
R0001212,1995-07-31,Q,qualified,520000
R0001212,1997-10-24,Q,qualified,590000
R0001212,1999-05-06,Q,qualified,590000
R0001214,1981-05-26,U,unqualified,69900
R0001214,1993-12-06,Q,qualified,229000
R0001214,1999-04-09,Q,qualified,268000
R0001214,2007-05-29,Q,qualified,538500
R0001225,1977-02-24,U,unqualified,25000
R0001225,1983-02-18,Q,qualified,129500
R0001225,1985-12-06,Q,qualified,137000
R0001225,2014-06-11,Q,qualified,888900
R0001238,1989-03-13,U,unqualified,42500
R0001238,1999-05-19,Q,qualified,325500
